Ar P Si 2 Ge 6 11.7999491
Bi Br Xe 2 Rb 6 -3.698507894
Ar F Sb 2 Si 6 11.946051125
Ge Xe He 2 I 6 1.145037272
As Xe In 2 Al 6 10.927954063
F I Tl 2 Al 6 3.057620875
B Cs K 2 Si 6 5.27910523667
K Rb In 2 Be 6 21.81508643
Ar Se Sr 2 Ba 6 -1.73568221667
N Sb Bi 2 Ca 6 -8.468945
Cs Ne Sb 2 Cl 6 3.935033701
Ca I As 2 O 6 -3.6761189
Bi P F 2 Sn 6 1.9242347
Na Tl Mg 2 Ca 6 2.74382746667
Ne Sr Sb 2 Mg 6 7.967949531
Cs Sn Ba 2 F 6 -24.50857803
Pb Xe Sr 2 Br 6 -7.523394587
As Mg Rb 2 I 6 -8.37417219
Ba F Na 2 Si 6 6.30516060833
Li P Sb 2 Se 6 2.18603901667
Al Br O 2 Pb 6 7.8597298
Ar I Tl 2 Sn 6 9.19097965
Mg Rb Pb 2 N 6 20.97144403
Bi In Ca 2 Se 6 -4.2343158
Br Pb Xe 2 Ga 6 6.681329626
Al Cs I 2 As 6 7.88566357
K Li Sr 2 C 6 23.4876273667
Ar Ca Si 2 Na 6 8.64271715
Ca Si Br 2 Ga 6 0.8127461
As P Rb 2 In 6 1.64297346
Bi Sn O 2 Ga 6 8.94111275
H Sn As 2 K 6 1.70326595
Ga Na K 2 Sb 6 2.25567226667
As O F 2 Mg 6 -7.5046155
He Te Ba 2 C 6 25.7562328128
Ar Cl Br 2 N 6 30.1449779
Al Li F 2 O 6 -1.11158868333
F H Cl 2 Tl 6 -4.716518225
Al Ar B 2 I 6 9.94752968333
S Te Pb 2 Ga 6 3.80674764583
Bi Se In 2 F 6 -14.6783846167
C Xe Al 2 Si 6 12.589931813
K O Ne 2 Br 6 1.885658562
Ge Mg Cs 2 Li 6 0.53277754
Ba In Ar 2 Se 6 2.367828
Be Pb Xe 2 In 6 5.355257926
In O Sr 2 Rb 6 -0.99057602
N Na Al 2 Pb 6 5.82893961667
Be Sr Sb 2 Br 6 -4.39796
He I Ba 2 N 6 13.9106142795
H K Ar 2 C 6 20.8979015
Kr Sr Mg 2 F 6 -14.806478984
Sb Te Si 2 N 6 16.8629555833
Ba F Mg 2 Xe 6 1.960721053
H Tl N 2 As 6 16.1206534
K Si B 2 O 6 4.08181963333
Al In Te 2 Xe 6 8.40494384467
Se Sr Br 2 Te 6 4.09298463333
Ca P He 2 Li 6 1.962024709
Pb Te As 2 H 6 9.01989913333
Be In Ga 2 Li 6 3.3851868
Ba P Se 2 He 6 5.86875039367
Ca Mg I 2 S 6 3.233026975
Ba Ne Ca 2 Na 6 3.286038831
Be Rb Si 2 O 6 3.16831953
Be Pb Kr 2 P 6 10.852311732
B S Ar 2 Be 6 12.4641830792
H S F 2 Ba 6 -7.7558124375
Li Si C 2 H 6 15.2112300667
As Ne Al 2 Ge 6 9.406214881
Bi In Cl 2 S 6 7.533730575
B Pb Ca 2 O 6 -14.9583278333
H Pb Xe 2 He 6 5.484438503
Cs S Rb 2 N 6 12.9158518425
N Se K 2 He 6 5.68774516033
Pb Sn Na 2 I 6 -6.63532181667
Ar Bi Sb 2 Br 6 2.43661835
Ar Rb K 2 Se 6 6.07464998
Al Sr Xe 2 Bi 6 5.825631026
Cs Ge Li 2 Cl 6 -10.0403903967
B Kr Rb 2 Te 6 2.11343279267
Mg N In 2 Br 6 -1.27840255
Bi I Xe 2 Cl 6 -2.291914174
Ar Se H 2 Si 6 20.0644783833
Ge Kr Pb 2 Se 6 4.928441866
O Rb Xe 2 P 6 11.037515256
In Xe O 2 H 6 12.901851313
Ar Bi Ba 2 F 6 -22.2837697
I Mg Br 2 Sn 6 4.9433084
Cl S I 2 Al 6 4.0911104625
Na Se P 2 K 6 0.9364326
Br Sb Cs 2 Be 6 13.72723899
Ar Kr I 2 In 6 7.072427316
Li Na I 2 Be 6 14.3180478333
Kr P In 2 Ca 6 -0.731801084
Bi Br K 2 P 6 9.1436684
B Li O 2 Pb 6 5.22131533333
Al Na Mg 2 H 6 1.75012806667
Br Ca N 2 P 6 23.870411
Ba S K 2 Ga 6 0.6455596125
Ga Kr Mg 2 Ba 6 2.564951066
He Rb Na 2 In 6 4.54258834283
Cl Li Bi 2 Mg 6 0.356238016667
Be Ne Bi 2 Sb 6 5.408460431
Li Sb S 2 Kr 6 8.12083083767
Bi P Cs 2 Se 6 -2.40271721
S Sn B 2 Be 6 16.9998685958
Ca Sn Ar 2 P 6 11.63181645
As Bi Ne 2 Rb 6 -1.467416008
Al He Br 2 Na 6 -0.8614014205
O Te Kr 2 Be 6 11.8963890653
Ne Sr P 2 Xe 6 8.496312609
Cs H S 2 Te 6 9.430574295
Kr Te He 2 Ar 6 2.59604765833
I Kr Li 2 Rb 6 -0.523639920667
C Ge K 2 I 6 -1.7587737
H In Al 2 Se 6 5.3431991
Ne O Kr 2 As 6 9.643075963
Kr Xe Ca 2 C 6 36.998294379
Ga Se Ca 2 Ar 6 7.83298773333
Sr Xe Bi 2 F 6 -11.214898937
I Te K 2 He 6 0.591908510333
C Xe Se 2 Na 6 2.12430047967
Be H Ba 2 I 6 -8.4116853
Cl H Sr 2 Br 6 -7.13256235
N Sr Si 2 Be 6 8.18577795
Al Ge Tl 2 As 6 4.4186174
Ba Cl Ge 2 Kr 6 6.103688646
H O S 2 As 6 6.021824825
S Sr C 2 As 6 21.8441563125
C Tl B 2 S 6 18.0588458083
H Sb Li 2 Al 6 2.39099458333
Be I K 2 Br 6 -7.6054729
Mg Pb Xe 2 Cl 6 -6.106382774
Li Sr Sb 2 Be 6 13.8749384667
As I He 2 S 6 8.138986284
Ar Tl Mg 2 F 6 -12.207603
I K Al 2 N 6 22.9650273
Ar C Mg 2 O 6 1.91721755
C I Xe 2 Ge 6 7.236545226
Sb Sr Be 2 Br 6 -1.63015235
Al Mg N 2 Bi 6 14.3591284
Ge I Pb 2 Ar 6 10.0002616
Si Tl Sb 2 Br 6 0.1617444
As Be Xe 2 Se 6 6.327485776
In Kr B 2 S 6 20.5468020743
Ge O Rb 2 Br 6 -7.40934694
As Tl I 2 C 6 30.52805705
Br K Rb 2 Sn 6 5.30789796
Ba Se He 2 Cl 6 -8.16722010767
Bi Te Na 2 F 6 -17.9000612833
Al I P 2 Ar 6 9.9664965
Al Li K 2 Br 6 -14.2315954333
B N S 2 Tl 6 4.44494714167
B H Xe 2 Pb 6 8.45262419267
Al Na Kr 2 Be 6 17.5314623987
I Xe Na 2 Sn 6 9.41306324633
In Tl Al 2 N 6 22.3811892
B Sb Pb 2 Si 6 7.51537061667
Br Ge Si 2 As 6 11.8690662
Ba Te C 2 O 6 8.12087063333
O P Xe 2 Sn 6 4.369825576
Cl I B 2 Te 6 16.4867225833
Ar Na Ge 2 N 6 32.1162915167
Ga Mg Be 2 In 6 7.9297212
Ca Pb Kr 2 Se 6 3.407798132
C K Xe 2 Sn 6 7.003167326
B F Se 2 Li 6 -8.06430489167
B He Cl 2 Ar 6 7.32674424617
Cs Pb C 2 Ar 6 16.89599917
Pb Te Bi 2 Si 6 12.2051170333
As Cl Bi 2 Ca 6 -8.4866609
Be F Cs 2 Te 6 -2.327297685
He S C 2 Se 6 20.378110392
N Pb Cs 2 Si 6 6.64088109
As B In 2 N 6 14.1278745167
As Se Rb 2 S 6 -0.254461981667
Ar Cl Mg 2 Se 6 8.5787628
Rb Tl Kr 2 Mg 6 6.858966062
Pb Si Ba 2 Te 6 -5.3394203
Sb Si Sn 2 Tl 6 4.86244785
Cs Sn B 2 Ga 6 16.8323240533
Cl Ne F 2 Si 6 12.940435231
Bi P Si 2 Be 6 11.24926125
B K Ar 2 P 6 9.99578616667
He Ne Mg 2 Ar 6 2.9996237705
Kr S O 2 Mg 6 9.1756703785
Ar Cs N 2 Ga 6 21.11967332
Ca Rb K 2 Ga 6 5.80888583
Bi Ca Ba 2 Te 6 -6.9185477
As Sr Ar 2 In 6 3.32842575
As Sr Ar 2 S 6 3.441181225
Ga Rb Ca 2 Te 6 -1.25831167
Be Ne O 2 Ca 6 3.710189531
He In Si 2 Pb 6 8.0514652795
Al He Si 2 Xe 6 11.5944734575
F Kr Xe 2 N 6 31.403333567
F Si Mg 2 Ar 6 6.986589275
Ar As Cs 2 He 6 2.476362917
H Na Pb 2 Ga 6 2.29316646667
Ar Xe He 2 I 6 6.879034422
C Si He 2 Br 6 3.589835259
K P N 2 Cs 6 8.76825527
Br S Be 2 Ga 6 8.6951474125
Pb S Ne 2 Ar 6 5.8854327745
As Sr Ca 2 Al 6 4.13298865
Be Ge Xe 2 Ca 6 2.746622426
C Cs Rb 2 Tl 6 2.55923213
Br Cl Ga 2 Mg 6 2.48210705
N Sn Br 2 Ba 6 -5.4292216
Be Pb He 2 H 6 4.228923459
H Pb Rb 2 Cl 6 -9.58938604
C N Rb 2 Ne 6 11.509230496
Ne Rb O 2 Sb 6 15.231648361
Cl Sb Ne 2 Cs 6 -4.593109218
Na S Br 2 Ar 6 3.09422987917
Na P Li 2 K 6 1.02889415
Ba Ga Pb 2 O 6 -8.6046525
Ba Ga Rb 2 P 6 5.09427526
Cs Ge H 2 Se 6 8.88335757
K Kr N 2 Ar 6 10.468056766
N Tl Se 2 He 6 10.1642999937
Ar Mg In 2 Pb 6 6.56752645
B F Ge 2 Rb 6 1.04033042167
I Sn O 2 Na 6 0.60954165
Ca F Te 2 Kr 6 2.23270123767
Al Ca Cs 2 S 6 -6.248840585
Mg N Br 2 O 6 8.41289665
C Ga Ar 2 Sn 6 7.6334143
O P F 2 Cs 6 -10.25437198
N Te Ba 2 H 6 2.83741998333
Al N Mg 2 O 6 -7.43115765
Br Pb He 2 Rb 6 -2.759503661
Ga Te Kr 2 K 6 -1.47030093467
Ba F Ca 2 Pb 6 -1.202837525
Tl Xe Cl 2 C 6 41.166012513
He Xe Sr 2 Sn 6 4.8397762925
Ga Li N 2 Ca 6 9.68697296667
F Ge As 2 Sb 6 4.776264375
Be Cs P 2 Sn 6 8.72973497
Cs S Kr 2 Rb 6 -1.5167972055
Al Ga Ba 2 Ca 6 -0.3920985
Al K Mg 2 Be 6 16.1889646
Li O H 2 Br 6 6.63065406667
As C F 2 P 6 9.0059743
P Rb Ca 2 Sr 6 0.58422138
Ga Rb Sn 2 S 6 3.895389905
I Sb Al 2 F 6 -13.8876355
Be S Sn 2 O 6 -8.8363453875
Ga Se O 2 Br 6 4.56141873333
S Sr Bi 2 Pb 6 4.8709868125
Br Sn Cs 2 Ca 6 -1.50559401
H Kr Xe 2 K 6 2.174904292
Al Te Si 2 C 6 27.5262728333
C He Al 2 Ba 6 2.2201997795
Ar As I 2 Ga 6 3.237455
Se Sn Ne 2 Xe 6 4.97059892333
H P Ca 2 Se 6 -3.81458045
Ba N Ar 2 C 6 29.89447185
Cs Sr Kr 2 F 6 -14.587840348
Al I Kr 2 P 6 13.241706232
Na Sb Si 2 Sr 6 2.84017091667
Bi Pb N 2 K 6 8.7614532
F Rb Bi 2 H 6 9.041623505
B S Pb 2 Br 6 0.930021179167
N O Cs 2 Sb 6 3.04584829
Ga Ne F 2 Ar 6 0.754690481
Be O C 2 Sb 6 14.8453555
In Pb Ge 2 Br 6 -0.5652381
N P Rb 2 Te 6 1.37708216
Be O K 2 As 6 2.7261565
H Te C 2 Tl 6 14.4097838333
F Sr Ge 2 C 6 33.363748675
F Sb Ar 2 P 6 11.937317325
Cs Mg Ca 2 Cl 6 -14.32287573
Be Sn Ar 2 As 6 7.63600735
Ca Sn K 2 Si 6 8.59939865
Ge Pb Se 2 Te 6 7.72853016667
Ar Si P 2 Li 6 4.23346495
B Br Ca 2 He 6 8.62849444367
Cl Pb Be 2 F 6 -4.9785733
Cs Sr Pb 2 Sb 6 10.17942917
Ar Mg N 2 Ne 6 12.057924936
I In Ar 2 Kr 6 1.515906196
Ga Sb Ge 2 Kr 6 12.192143546
Cl Ge Al 2 N 6 18.10247765
Be Ge Pb 2 Ca 6 -1.1143492
Al Tl Se 2 Kr 6 8.33983216267
Ar Te P 2 H 6 11.6765032833
He K O 2 Ga 6 10.5457487795
Sn Sr Ar 2 F 6 -23.986183
Ar Mg F 2 Ge 6 9.2107254
P Xe K 2 Si 6 9.985361163
Cs Kr P 2 Mg 6 16.063766836
Bi Mg Ge 2 Te 6 5.6140988
K P Sb 2 Ar 6 8.41272145
Al As Ba 2 S 6 -9.343891475
Ge Rb Sn 2 Ca 6 1.72236323
F In Se 2 As 6 7.99870074167
In Sb Br 2 Cs 6 -5.37468743
H Pb Ne 2 Mg 6 3.988508262
Ga Li Pb 2 Ne 6 6.85712535267
Ga Kr Li 2 F 6 -17.3230431507
H Mg Ne 2 B 6 15.132478962
I Sr Ne 2 Te 6 4.826843462
K Xe F 2 Tl 6 4.148749363
Sb Xe He 2 Tl 6 4.183756222
Cl He Ar 2 As 6 10.3627646295
Ge I Sn 2 Cs 6 -0.11180698
As Li Sr 2 C 6 19.7533180167
H Te Ge 2 Si 6 8.22250683333
Al Pb He 2 Si 6 12.208258559
Ar Kr Br 2 Li 6 2.749089116
Sb Sn Ne 2 Br 6 -4.414539438
Ge In Te 2 Tl 6 0.984802266667
Se Sr N 2 Te 6 13.5686319333
As Sr I 2 Ar 6 2.70326085
Bi Se S 2 He 6 11.6459367353
Be Mg In 2 N 6 13.6426091
Ba O Sr 2 Ca 6 -2.5112933
O Sb As 2 Al 6 2.57376045
Cs Pb Si 2 Be 6 21.79325407
Cl Si Ar 2 S 6 8.037471125
As Ca Sr 2 Ne 6 6.981549336
Be Rb Na 2 He 6 5.75853854033
As Ba Cl 2 K 6 -3.09440325
Ga O Al 2 In 6 1.817488
Bi Tl Ga 2 As 6 9.9886474
Be Tl P 2 Ca 6 2.138777
Se Tl P 2 He 6 10.4508911103
Cs P K 2 B 6 15.01647982
Li N Sb 2 Sr 6 -4.00489478333
Br In Bi 2 P 6 11.271188
F In Al 2 H 6 6.389157975
Ar K Mg 2 Br 6 0.94882615
Ba F As 2 Kr 6 3.789010471
Pb Sb Kr 2 Si 6 15.045946582
Be N Ca 2 Sr 6 0.41238925
H Tl Pb 2 Li 6 -1.5607574
Bi S Rb 2 Si 6 8.3689205725
F Kr Tl 2 Br 6 0.687134641
Cl Li K 2 Ar 6 0.877722116667
Al Pb Be 2 In 6 9.3856078
Br Ca As 2 Bi 6 10.2868881
Ar Ga Bi 2 K 6 1.72169045
Mg Ne F 2 Sr 6 -1.017606919
Mg Sb O 2 N 6 25.32050945
Ar Si F 2 Xe 6 3.882686578
Kr Sr Li 2 B 6 28.7619722993
Al As Kr 2 Ge 6 9.026414382
Pb Rb P 2 H 6 11.15681393
Na Sn Al 2 He 6 8.28533769367
In Te Sr 2 Na 6 -1.18100726667
Ge I S 2 Cl 6 3.347626025
N O Pb 2 Rb 6 0.83545603
Li Ne Pb 2 Ge 6 6.71463779767
N Se Ne 2 Kr 6 8.02264794133
S Si Cs 2 O 6 -6.1884677475
As O Cs 2 P 6 6.20082799
Br Mg Na 2 Ca 6 0.0177240333333
Rb Tl Cs 2 Ar 6 2.88586817
Ba Sn Xe 2 F 6 -23.408170074
Ar S Rb 2 Br 6 -6.5386767775
C S Se 2 H 6 8.67616747917
Ar Li Br 2 I 6 3.66817251667
Kr Sb Ga 2 Rb 6 2.596779596
As Te Ge 2 Se 6 5.42893788333
Cs Si As 2 Se 6 6.79766787
Na Xe I 2 S 6 14.1337387547
Ga P As 2 Bi 6 6.93721235
H He Cl 2 C 6 39.5355918795
He Li Kr 2 Be 6 19.7817232782
As Kr Li 2 Si 6 13.0475151493
Kr Ne Sn 2 Pb 6 9.323603497
He Tl Sb 2 Pb 6 4.6671126795
He O Se 2 N 6 30.6244336462
Al P Be 2 Pb 6 10.02617115
I Te Ar 2 Sr 6 -0.294515266667
Be Cs Si 2 Li 6 7.65464617
F Pb K 2 Li 6 -4.391763125
Ba Te Sn 2 Kr 6 8.14314012933
S Se In 2 Cs 6 -3.67873393417
Al Te Be 2 Si 6 16.0982628333
K Kr Si 2 Xe 6 8.204375644
Bi H Ba 2 Li 6 -0.6129281
Ne Tl H 2 B 6 34.376652431
N P Se 2 In 6 1.94565556667
Ga Te Xe 2 Kr 6 4.09614875533
Cl Ga Na 2 Se 6 1.01852488333
S Tl P 2 Br 6 5.7932625125
C Cs Sn 2 Cl 6 1.12636707
C Xe Sr 2 Te 6 3.203771413
Ar Mg Br 2 Xe 6 1.702826928
I Mg H 2 As 6 14.9027588
B Be Mg 2 As 6 4.22918256667
Cl Xe P 2 Li 6 -0.476274837
He Rb Mg 2 K 6 3.7895729095
Cs F N 2 Sb 6 14.536763745
He Xe Na 2 Br 6 -0.210963474167
As C N 2 Cl 6 13.41516945
N Rb S 2 Br 6 8.112164605
As Ge Ba 2 Mg 6 -0.11823485
H Ne Bi 2 P 6 8.271495331
Cs Kr Te 2 Li 6 4.33238610267
Al O Tl 2 Bi 6 1.3671477
Cs O F 2 In 6 -1.99630168
Cs Rb Sr 2 Ga 6 7.7046993
I Si Be 2 Sb 6 12.8523948
Br Te Sb 2 Pb 6 4.44047133333
N Na Se 2 Br 6 6.55722388333
F Tl Sr 2 C 6 25.687784875
C Ne K 2 Sb 6 5.443592731
Bi Ca Pb 2 Se 6 -0.8015795
F In Sr 2 Mg 6 -3.061314025
Ar Rb He 2 Te 6 10.787440439
Ca F Ar 2 Tl 6 0.876367975
Ge Tl N 2 Si 6 22.1670774
Cs Xe Ne 2 Ge 6 18.309272345
Br N I 2 Mg 6 -0.71766845
K Kr Al 2 Sb 6 15.947927666
N Ne Cl 2 Li 6 -5.956580719
K Rb Na 2 Pb 6 7.82965156333
Ge K C 2 Bi 6 21.0150007
As Sb Si 2 Ba 6 -1.5266481
Kr Xe In 2 Sn 6 14.389017079
Cl P K 2 Xe 6 3.134682578
Al Si P 2 Pb 6 7.2659164
I Mg Ba 2 Pb 6 0.8422893
Bi Sr He 2 Br 6 -7.921250541
Ar F O 2 Rb 6 -4.244360995
Ar Br Ba 2 Li 6 0.78522055
O Sn Br 2 F 6 -5.8081392
K Se Xe 2 H 6 4.28596245933
Sb Se Xe 2 Li 6 -3.06267269067
Kr Mg In 2 C 6 35.258577066
F S Te 2 O 6 -0.604466445833
Al Rb Li 2 P 6 9.24316086333
Na Xe Cl 2 S 6 15.1516616547
H Sr B 2 Al 6 14.8246571333
Kr Te Tl 2 As 6 11.7757976993
Al Ar Sr 2 Sb 6 3.24311565
B Xe Al 2 Se 6 8.83085297967
Cs Si Se 2 Tl 6 3.93243903667
Ba H Li 2 Ga 6 1.90076713333
K Si Sb 2 Al 6 8.9282772
As Li Kr 2 Al 6 8.69370314867
Al Kr Cl 2 P 6 13.896707366
Ca Pb Rb 2 P 6 6.35595496
F Sb Na 2 Cs 6 -5.87238092167
Ar F Ba 2 He 6 0.895954602
Br Te Tl 2 H 6 4.53986003333
Kr Li C 2 Xe 6 15.1931873107
Ge S Cs 2 Br 6 -8.1444937475
Cs Sr Si 2 Ba 6 10.33853547
Br H Li 2 Mg 6 0.589414533333
Al O Mg 2 Bi 6 1.6845301
Ar Cl Mg 2 Sn 6 8.2512205
B Na Rb 2 In 6 1.87871769333
B He Ge 2 In 6 5.83021874617
C S Ar 2 Sb 6 8.7657100125
C In P 2 Ge 6 10.1140202
Ar H Sn 2 Bi 6 6.33566045
Br Na Se 2 O 6 5.03465053333
Bi Se Ne 2 Cs 6 -3.72219138467
Cs In Si 2 Ne 6 8.992094856
Cs Rb O 2 Ar 6 3.9882654
Sb Tl Ge 2 Li 6 2.29537745
In O He 2 Kr 6 4.002218755
Ar H Ne 2 In 6 5.383934612
K N Be 2 Ge 6 11.63407795
Kr P Rb 2 Cs 6 -0.737853404
Cs I Pb 2 Ga 6 7.62732807
Al Ba C 2 P 6 23.0077121
He Xe Li 2 K 6 2.84525822583
B P Li 2 C 6 19.40405305
Rb Xe S 2 Ar 6 4.429197168
Cl Sb He 2 Ar 6 4.003616759
H Na Ar 2 Te 6 5.78286736667
He Xe K 2 Sn 6 5.1728236925
Ge Kr Cl 2 O 6 8.684111966
Al Rb I 2 In 6 2.61298503
B H Kr 2 Te 6 8.06081349867
Br Te Mg 2 He 6 5.97622391033
Sn Xe Mg 2 Ar 6 6.229542163
Pb Xe Sb 2 Sn 6 11.009583813
Br Mg Rb 2 F 6 -21.91551159
Be Mg Tl 2 Te 6 0.2146634
F Rb Pb 2 Sr 6 -1.742684695
Cl Li Mg 2 Kr 6 2.34154591267
Br Ge Kr 2 He 6 4.675139809
Ga Xe Bi 2 B 6 24.964656113
O Te Rb 2 I 6 -5.30816440667
Na Rb P 2 Be 6 23.9122029967
He K Cs 2 Rb 6 0.8563058995
Be H Mg 2 F 6 -21.76263465
Ne Pb Sr 2 Kr 6 5.797889027
Cl Li Se 2 Ca 6 -3.98828471667
P Xe Br 2 Pb 6 3.764573363
B Sb Rb 2 O 6 -7.26664832333
Kr Sn S 2 He 6 8.764447618
Br S Rb 2 As 6 5.1551759725
Sb Sn Cs 2 Si 6 9.45218884
Kr Sn Ar 2 Ne 6 3.308940502
Ga Li Mg 2 In 6 1.99480906667
He Sb Ca 2 Na 6 1.3225284295
Bi Mg Br 2 Sn 6 4.2812047
As Ga Li 2 Ne 6 8.16095986933
Mg Se F 2 Li 6 -6.24262171667
C N Ca 2 Ga 6 4.18596355
As Cl Sr 2 Ca 6 -5.2186165
Be Br Bi 2 Ar 6 9.730887
F K Te 2 N 6 29.9059292417
As Ge Xe 2 Ga 6 6.091599576
As O Ge 2 Cl 6 1.54195645
Kr Pb Cl 2 Ga 6 5.421902066
He Li Ge 2 Bi 6 4.85945474617
Bi Cs Sr 2 Ca 6 2.43192257
Kr Si Te 2 Sn 6 6.26001063267
Bi Ge He 2 Xe 6 6.412343137
Ge S B 2 Cl 6 7.86952334583
Mg N I 2 S 6 9.870672325
Ar In Rb 2 Sr 6 1.90424891
Bi Cs Ba 2 I 6 -7.37434703
I Sr Pb 2 Ar 6 6.1730851
Cl P Ca 2 K 6 -2.3344134
Cl Li B 2 Ge 6 15.24649335
B P K 2 As 6 4.50228701667
P Xe Sn 2 Cl 6 0.012754163
Bi F Kr 2 Al 6 6.893116907
Ga Na F 2 Ca 6 -2.58051848333
K P B 2 Bi 6 16.4297204833
Ga Rb Cs 2 F 6 -27.88693708
Ca Xe Mg 2 Ge 6 14.384459413
Ca N Ga 2 F 6 -12.9664146
Al N Mg 2 Ba 6 0.28654595
F Sr Al 2 Ca 6 0.773683675
Kr Ne Ca 2 Sr 6 4.269703297
Ba Mg Al 2 S 6 3.242085375
Bi Br Ca 2 Ge 6 5.5432147
C Pb Tl 2 Cl 6 -2.9348891
Be N Cl 2 O 6 11.84981795
Ba In Mg 2 Pb 6 6.1988443
Ar C S 2 Sn 6 7.894334875
Bi Ne Sn 2 H 6 8.259757231
As Sb Si 2 Li 6 2.0852303
Be Na Xe 2 P 6 10.7114670927
Ca In Cs 2 H 6 -0.92126516
Ca Kr Li 2 N 6 23.8519569993
He Sr Ge 2 B 6 21.8563783795
Kr Li O 2 Mg 6 9.68485613267
Li Te Ar 2 I 6 -1.3974589
Cl Ne Mg 2 Si 6 12.570206081
H K As 2 Bi 6 7.4068025
Cs He F 2 Ne 6 -3.0337068145
Al Si Br 2 He 6 6.910299877
K Xe Ar 2 Sb 6 15.141387213
Mg P S 2 Te 6 7.398541075
Sn Sr In 2 Cs 6 4.09491707
Ba Na Be 2 Se 6 10.0263138667
I Rb Sb 2 Br 6 2.36566013
C Pb Ar 2 I 6 4.7297661
Bi F As 2 H 6 8.874639475
Ba P S 2 As 6 9.869501675
F P Kr 2 Sr 6 -3.939708243
Ar N O 2 Pb 6 8.6417999
Sb Te He 2 F 6 -15.0824135077
C Sn O 2 S 6 14.769374125
F Te H 2 B 6 27.2343271083
Ar Te As 2 Be 6 18.7449598833
C Sr Te 2 Bi 6 7.99296766667
Al F Na 2 Tl 6 -0.999778191667
Kr Sn Mg 2 Xe 6 6.181653794
N Na B 2 Br 6 11.48112955
Bi He I 2 S 6 9.7860823545
Be Ge S 2 Ar 6 13.902898825
Al C Be 2 Cl 6 4.9278355
B Si Mg 2 Na 6 5.83540246667
Ca Ge Xe 2 Tl 6 2.951055526
Ba Se Na 2 In 6 1.63988496667
Bi Cl Ga 2 Te 6 4.78436055
Na Te Al 2 Li 6 1.7238187
Cl Cs Mg 2 C 6 32.02742352
As F Na 2 Tl 6 -1.85835274167
Be P Mg 2 O 6 -19.14408575
I Te Sb 2 F 6 -8.61450261667
Br Se Xe 2 K 6 -5.19089494067
Br Na F 2 Sb 6 6.58596431667
Ar Ba Al 2 Be 6 23.07113295
F Xe Ca 2 Pb 6 1.359739088
In K Ca 2 Al 6 7.6114267
I Ne Te 2 In 6 3.21222789767
Ba Kr Pb 2 Ge 6 14.389040366
As S Sn 2 P 6 8.0682512625
F Rb Kr 2 He 6 -2.181988686
Si Tl Xe 2 Ga 6 6.115497326
F Ge He 2 N 6 26.778320834
Li Si Sn 2 Ge 6 4.46748176667
Cs Mg In 2 Pb 6 5.93907217
Ba P Xe 2 Br 6 -5.671395424
I P Li 2 F 6 -20.2518836667
Al Tl Bi 2 He 6 8.871146677
Ar Ne Kr 2 C 6 46.281002513
Be Mg He 2 Br 6 -4.363428441
Ba Be Mg 2 Ca 6 5.1176435
He Sn I 2 As 6 8.5907467295
As B Ga 2 N 6 15.2761227167
F H Ga 2 Tl 6 -0.707081525
Ga Tl Li 2 Se 6 0.840294233333
Al Si Ge 2 H 6 5.9066347
Ba Bi Se 2 Na 6 2.53524936667
In Li Al 2 F 6 -19.9698890833
Ba In Te 2 N 6 21.7329468667
Ar O Ga 2 Se 6 8.01105545
Kr Rb As 2 K 6 5.059319096
Mg Sn P 2 I 6 3.51854245
Cl Xe Na 2 I 6 0.175145196333
Li Se Ga 2 Sb 6 4.5661595
Al Cl Ba 2 P 6 2.08431875
O Sn Se 2 Tl 6 0.0812166166667
Cl Si H 2 Kr 6 9.376840246
N Se K 2 Br 6 -3.22286301667
Mg P K 2 C 6 21.03619185
H Te Na 2 Cl 6 -6.95007613333
Sb Se Sn 2 C 6 25.7401915833
As O P 2 Ba 6 -8.76034955
Li Tl Kr 2 Ne 6 3.79822504467
Ca F Sb 2 Te 6 3.789281375
Ca Se Kr 2 Be 6 15.8324191653
Ar As Cl 2 O 6 7.6150053
As Ge Ga 2 Tl 6 4.50900295
Ga Sr Sb 2 Ar 6 8.9796799
C Ca B 2 I 6 11.3482109333
Ge He Tl 2 F 6 -20.1585836705
Cl Li Be 2 Ca 6 3.27378261667
Be Mg Bi 2 Na 6 3.906825
Ne S Cs 2 H 6 2.1478321835
Ba Li N 2 O 6 16.5260474667
Cs Te Cl 2 Se 6 6.25201480333
Ca H B 2 As 6 13.8937150333
Ba Li S 2 Ar 6 4.51944979167
In Tl Ne 2 O 6 3.629376562
B Cs As 2 O 6 3.97707993667
C O N 2 Ca 6 -2.7026462
O P Kr 2 Si 6 10.028287582
Al Cl Kr 2 Ne 6 2.909907268
As Te Ba 2 Tl 6 0.154871883333
Cl Mg As 2 P 6 13.43580355
Be Ge In 2 H 6 4.3882036
Kr Li Al 2 In 6 8.73644013267
F P H 2 C 6 34.648593625
F Tl Bi 2 Kr 6 4.474095471
I Li Bi 2 H 6 8.92509976667
Br Sn Rb 2 In 6 2.19049671
Na Si P 2 As 6 10.2089271667
Ge In Se 2 Br 6 0.196410466667
Bi Sb Ge 2 Be 6 13.89871095
Be N Cs 2 Br 6 -3.62070461
Cl Kr H 2 Br 6 8.971023416
F Tl Te 2 Li 6 -8.59082965833
Ga Mg Ca 2 Be 6 6.8041786
F Rb K 2 Xe 6 -1.270140717
F Xe Li 2 Be 6 11.6920846213
K Xe Sn 2 S 6 10.514677788
